Date de Scoring,Identifiant Bloomberg Company,ISSUER_EQUITY_TICKER,Nom de l'émetteur,Identifiant sous industrie GICS,Groupe Industrie GICS,Pays,Score ESG brut
2 avr. 2025,113300,6770 JP,Alps Alpine Co. Ltd.,45203015,Technology Hardware & Equipment,JP,9.011163913
2 avr. 2025,113301,6113 JP,AMADA Co. Ltd.,20106020,Capital Goods,JP,7.376344568
2 avr. 2025,1133035,TNE AU,Technology One Ltd.,45103010,Software & Services,AU,10.94148201
2 avr. 2025,113305,6436 JP,Amano Corp.,45203010,Technology Hardware & Equipment,JP,10.62728473
2 avr. 2025,113311,6754 JP,Anritsu Corp.,45203010,Technology Hardware & Equipment,JP,14.62749169
2 avr. 2025,113313,8214 JP,AOKI Holdings Inc.,25504010,Retailing,JP,7.562574381
2 avr. 2025,113316,8219 JP,AOYAMA TRADING Co. Ltd.,25504010,Retailing,JP,7.830159896
2 avr. 2025,113320,7305 JP,Araya Industrial Co. Ltd.,15104050,Materials,JP,3.499536435
2 avr. 2025,113321,5208 JP,Arisawa Mfg. Co. Ltd.,45203015,Technology Hardware & Equipment,JP,11.38490967
2 avr. 2025,113325,2502 JP,Asahi Group Holdings Ltd.,30201010,"Food, Beverage & Tobacco",JP,19.35073052
2 avr. 2025,113327,3407 JP,Asahi Kasei Corp.,15101010,Materials,JP,13.23358226
2 avr. 2025,1133275,5741 JP,UACJ Corp.,15104010,Materials,JP,13.30591817
2 avr. 2025,113329,4401 JP,Adeka Corp.,15101010,Materials,JP,8.082486854
2 avr. 2025,113330,6140 JP,Asahi Diamond Industrial Co. Ltd.,20106020,Capital Goods,JP,8.418213062
2 avr. 2025,113332,5201 JP,AGC Inc. (Japan),20102010,Capital Goods,JP,14.30875968
2 avr. 2025,113336,4216 JP,ASAHI YUKIZAI Corp.,15101010,Materials,JP,6.364317131
2 avr. 2025,1133363,DKS US,Dick's Sporting Goods Inc.,25504040,Retailing,US,11.70526017
2 avr. 2025,113348,7936 JP,ASICS Corp.,25203020,Consumer Durables & Apparel,JP,11.1473764
2 avr. 2025,113355,9832 JP,Autobacs Seven Co. Ltd.,25504050,Retailing,JP,8.043598118
2 avr. 2025,113357,8388 JP,The Awa Bank Ltd.,40101015,Banks,JP,7.564006531
2 avr. 2025,113361,5195 JP,Bando Chemical Industries Ltd.,20106020,Capital Goods,JP,15.12981858
2 avr. 2025,113364,8345 JP,The Bank of Iwate Ltd.,40101015,Banks,JP,6.339546164
2 avr. 2025,1133673,1832555D US,,,,,14.1442922
2 avr. 2025,113368,8522 JP,The Bank of Nagoya Ltd.,40101015,Banks,JP,6.818313857
2 avr. 2025,113371,8395 JP,The Bank of Saga Ltd.,40101015,Banks,JP,5.316093552
2 avr. 2025,113372,8399 JP,Bank of The Ryukyus Ltd.,40101015,Banks,JP,6.960340136
2 avr. 2025,113380,5108 JP,Bridgestone Corp.,25101020,Automobiles & Components,JP,16.67063543
2 avr. 2025,113381,6448 JP,Brother Industries Ltd.,45202030,Technology Hardware & Equipment,JP,10.05353
2 avr. 2025,113383,5930 JP,Bunka Shutter Co. Ltd.,20102010,Capital Goods,JP,9.212084026
2 avr. 2025,11338387,865724Z FP,,,,,8.193887905
2 avr. 2025,113389,7751 JP,Canon Inc.,45202030,Technology Hardware & Equipment,JP,9.344608001
2 avr. 2025,113390,8060 JP,Canon Marketing Japan Inc,45203030,Technology Hardware & Equipment,JP,9.344608001
2 avr. 2025,113392,6952 JP,Casio Computer Co. Ltd.,25201010,Consumer Durables & Apparel,JP,10.95227965
2 avr. 2025,113397,4044 JP,Central Glass Co. Ltd.,20102010,Capital Goods,JP,6.949225065
2 avr. 2025,11339792,3898 HK,Zhuzhou CRRC Times Electric Co. Ltd.,20106010,Capital Goods,CN,7.620905839
2 avr. 2025,113398,9740 JP,Central Security Patrols Co. Ltd.,20201080,Commercial & Professional Services,JP,8.040537529
2 avr. 2025,113400,8217 JP,Okuwa Co. Ltd.,30101030,Food & Staples Retailing,JP,11.44655479
2 avr. 2025,113401,8331 JP,The Chiba Bank Ltd.,40101015,Banks,JP,6.203318385
2 avr. 2025,113408,8185 JP,Chiyoda Co. Ltd.,25504010,Retailing,JP,9.477264509
2 avr. 2025,113409,6366 JP,,,,,10.79325685
2 avr. 2025,113412,8014 JP,Chori Co Ltd,20107010,Capital Goods,JP,11.06343239
2 avr. 2025,113413,9502 JP,Chubu Electric Power Co. Inc.,55101010,Utilities,JP,7.708194619
2 avr. 2025,113414,2053 JP,Chubushiryo Co. Ltd.,30202010,"Food, Beverage & Tobacco",JP,3.349428641
2 avr. 2025,11341449,QUB AU,Qube Holdings Ltd.,20305030,Transportation,AU,8.849811807
2 avr. 2025,113415,1941 JP,CHUDENKO CORP.,20103010,Capital Goods,JP,8.694500438
2 avr. 2025,113419,4519 JP,Chugai Pharmaceutical Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",JP,9.872374583
2 avr. 2025,113422,9504 JP,The Chugoku Electric Power Co. Inc.,55101010,Utilities,JP,5.457437329
2 avr. 2025,113423,4617 JP,Chugoku Marine Paints Ltd.,15101050,Materials,JP,9.107309376
2 avr. 2025,113432,5992 JP,Chuo Spring Co. Ltd.,25101010,Automobiles & Components,JP,3.357847902
2 avr. 2025,11343605,039200 KS,Oscotec Inc.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",KR,2.316767512
2 avr. 2025,11343634,090460 KS,BH Co. Ltd.,45203015,Technology Hardware & Equipment,KR,4.913694733
2 avr. 2025,1134369,1024Z MK,CIMB Bank Bhd,40101010,Banks,MY,13.41559714
2 avr. 2025,113438,7762 JP,Citizen Watch Co. Ltd.,45203010,Technology Hardware & Equipment,JP,13.85550707
2 avr. 2025,11343854,0273066D QD,Nakilat Inc.,10102040,Energy,QA,11.91043321
2 avr. 2025,113439,6407 JP,CKD Corp.,20106020,Capital Goods,JP,9.316609935
2 avr. 2025,113441,7955 JP,Cleanup Corp.,25201040,Consumer Durables & Apparel,JP,12.32307498
2 avr. 2025,113442,6958 JP,CMK Corp.,45203015,Technology Hardware & Equipment,JP,10.32037231
2 avr. 2025,113444,9692 JP,Computer Engineering & Consulting Ltd,45103020,Software & Services,JP,10.03561949
2 avr. 2025,113450,8253 JP,Credit Saison Co. Ltd.,40202010,Diversified Financials,JP,7.540066403
2 avr. 2025,113455,7912 JP,Dai Nippon Printing Co. Ltd.,20201010,Commercial & Professional Services,JP,12.33454853
2 avr. 2025,11345598,GRBK US,Green Brick Partners Inc.,25201030,Consumer Durables & Apparel,US,4.310273974
2 avr. 2025,113456,4611 JP,Dai Nippon Toryo Co. Ltd.,15101050,Materials,JP,8.391835509
2 avr. 2025,11345884,1882 HK,Haitian International Holdings Ltd,20106020,Capital Goods,CN,10.96142482
2 avr. 2025,113461,4461 JP,DKS Co. Ltd.,15101020,Materials,JP,7.592292645
2 avr. 2025,113465,4202 JP,Daicel Corp,15101020,Materials,JP,13.24537197
2 avr. 2025,11346688,ATT PW,Grupa Azoty SA,15101030,Materials,PL,7.847694981
2 avr. 2025,113470,5471 JP,Daido Steel Co. Ltd.,15104050,Materials,JP,12.78435536
2 avr. 2025,113477,6383 JP,Daifuku Co. Ltd.,20106020,Capital Goods,JP,16.22661428
2 avr. 2025,113480,6622 JP,Daihen Corp,20104020,Capital Goods,JP,9.689844144
2 avr. 2025,113481,1822 JP,Daiho Corp.,20103010,Capital Goods,JP,4.880702516
2 avr. 2025,113486,8059 JP,Daiichi Jitsugyo Co. Ltd.,20107010,Capital Goods,JP,7.86065053
2 avr. 2025,11348921,3503854Z GR,Investitionsbank des Landes Brandenburg,40101010,Banks,DE,4.468439287
2 avr. 2025,113492,6367 JP,DAIKIN INDUSTRIES Ltd.,20102010,Capital Goods,JP,10.87531318
2 avr. 2025,113493,7278 JP,EXEDY Corp.,25101010,Automobiles & Components,JP,7.642767489
2 avr. 2025,113500,4116 JP,Dainichiseika Color & Chemicals Mfg. Co. Ltd.,15101010,Materials,JP,9.533319489
2 avr. 2025,113501,4631 JP,DIC Corp.,15101050,Materials,JP,15.85498384
2 avr. 2025,113502,4506 JP,Sumitomo Pharma Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",JP,11.83946532
2 avr. 2025,113503,7735 JP,SCREEN Holdings Co. Ltd.,45301010,Semiconductors & Semiconductor Equipment,JP,8.957176135
2 avr. 2025,113504,3880 JP,Daio Paper Corp.,15105020,Materials,JP,10.30584525
2 avr. 2025,113509,4046 JP,OSAKA SODA CO. LTD.,15101050,Materials,JP,6.23776253
2 avr. 2025,113516,1878 JP,Daito Trust Construction Co. Ltd.,60102010,Real Estate,JP,6.608887178
2 avr. 2025,113524,1925 JP,Daiwa House Industry Co. Ltd.,60102010,Real Estate,JP,15.32777395
2 avr. 2025,113525,6459 JP,DAIWA INDUSTRIES LTD.,20106020,Capital Goods,JP,3.388691888
2 avr. 2025,113529,8601 JP,Daiwa Securities Group Inc.,40203020,Diversified Financials,JP,13.78458173
2 avr. 2025,113531,3107 JP,Daiwabo Holdings Co. Ltd.,45203030,Technology Hardware & Equipment,JP,7.143274749
2 avr. 2025,1135321,EVD GR,CTS Eventim AG & Co. KGaA,50202010,Media & Entertainment,DE,6.304585248
2 avr. 2025,113534,4061 JP,Denka Co. Ltd.,15101010,Materials,JP,4.666044396
2 avr. 2025,113535,6706 JP,DKK Co. Ltd.,45201020,Technology Hardware & Equipment,JP,7.146887537
2 avr. 2025,1135366,BNR GR,Brenntag SE,20107010,Capital Goods,DE,11.21095779
2 avr. 2025,113538,6517 JP,Denyo Co. Ltd.,20104010,Capital Goods,JP,8.155924016
2 avr. 2025,113539,8114 JP,Descente Ltd.,25203010,Consumer Durables & Apparel,JP,9.527792354
2 avr. 2025,1135407,4751 JP,CyberAgent Inc.,50201010,Media & Entertainment,JP,9.685096736
2 avr. 2025,113542,8593 JP,Mitsubishi HC Capital Inc,40201040,Diversified Financials,JP,6.723356507
2 avr. 2025,113547,5714 JP,DOWA HOLDINGS Co. Ltd.,15104020,Materials,JP,6.863429751
2 avr. 2025,113549,6486 JP,Eagle Industry Co. Ltd.,25101010,Automobiles & Components,JP,10.07729687
2 avr. 2025,113550,6361 JP,Ebara Corp.,20106020,Capital Goods,JP,11.54536868
2 avr. 2025,113551,8541 JP,The Ehime Bank Ltd.,40101015,Banks,JP,7.672879497
2 avr. 2025,113553,4549 JP,Eiken Chemical Co. Ltd.,35101020,Healthcare Equipment & Services,JP,14.22413642
2 avr. 2025,113554,4523 JP,Eisai Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",JP,13.27239637
2 avr. 2025,113560,6961 JP,Enplas Corp.,45203015,Technology Hardware & Equipment,JP,7.682055836
2 avr. 2025,113563,2206 JP,Ezaki Glico Co. Ltd.,30202030,"Food, Beverage & Tobacco",JP,9.680296009
2 avr. 2025,11356461,4527135Z NA,Ashland Services BV,15101010,Materials,NL,10.10025625
2 avr. 2025,113566,6954 JP,FANUC Corp.,20106020,Capital Goods,JP,11.31044469
2 avr. 2025,113570,7947 JP,FP Corp.,15103010,Materials,JP,8.16399502
2 avr. 2025,113575,8278 JP,Fuji Co Ltd,30101030,Food & Staples Retailing,JP,4.905540752
2 avr. 2025,1135757,BGN IM,Banca Generali SpA,40203010,Diversified Financials,IT,16.84554256
2 avr. 2025,113581,6504 JP,Fuji Electric Co. Ltd.,20104010,Capital Goods,JP,14.06350697
2 avr. 2025,113582,6955 JP,FDK Corp,20104010,Capital Goods,JP,14.08745999
2 avr. 2025,113584,7270 JP,Subaru Corp.,25102010,Automobiles & Components,JP,8.489697922
2 avr. 2025,1135876,9409 JP,TV Asahi Holdings Corp.,50201020,Media & Entertainment,JP,4.26413148
2 avr. 2025,113588,9010 JP,Fuji Kyuko Co Ltd,25301030,Consumer Services,JP,5.209878298
2 avr. 2025,113589,2607 JP,Fuji Oil Holdings Inc.,30202030,"Food, Beverage & Tobacco",JP,13.9953132
2 avr. 2025,113590,4901 JP,FUJIFILM Holdings Corp.,45202030,Technology Hardware & Equipment,JP,11.78380729
2 avr. 2025,113593,9749 JP,Fuji Soft Inc,45103020,Software & Services,JP,7.702007804
2 avr. 2025,113594,3104 JP,Fujibo Holdings Inc.,25203030,Consumer Durables & Apparel,JP,11.32387881
2 avr. 2025,113597,2908 JP,Fujicco Co. Ltd.,30202030,"Food, Beverage & Tobacco",JP,5.431626045
2 avr. 2025,113602,5803 JP,Fujikura Ltd.,20104010,Capital Goods,JP,9.103157732
2 avr. 2025,113603,5121 JP,Fujikura Composite Inc.,25101020,Automobiles & Components,JP,7.289380486
2 avr. 2025,113604,4544 JP,H.U. Group Holdings Inc.,35102015,Healthcare Equipment & Services,JP,12.09494289
2 avr. 2025,113608,9722 JP,Fujita Kanko Inc.,25301020,Consumer Services,JP,3.398187261
2 avr. 2025,113609,6406 JP,Fujitec Co. Ltd.,20106020,Capital Goods,JP,7.925319244
2 avr. 2025,113612,6755 JP,Fujitsu General Ltd.,25201040,Consumer Durables & Apparel,JP,13.6826022
2 avr. 2025,113614,6702 JP,Fujitsu Ltd.,45102010,Software & Services,JP,13.84700147
2 avr. 2025,113615,2211 JP,Fujiya Co. Ltd.,30202030,"Food, Beverage & Tobacco",JP,10.64324263
2 avr. 2025,113617,8362 JP,The Fukui Bank Ltd.,40101015,Banks,JP,5.922853791
2 avr. 2025,113623,9075 JP,Fukuyama Transporting Co. Ltd.,20304020,Transportation,JP,6.422266273
2 avr. 2025,113625,9757 JP,Funai Soken Holdings Inc.,20202020,Commercial & Professional Services,JP,9.048521022
2 avr. 2025,113627,6937 JP,Furukawa Battery Co. Ltd.,25101010,Automobiles & Components,JP,12.708709
2 avr. 2025,113628,5715 JP,Furukawa Co. Ltd.,20106020,Capital Goods,JP,11.19680689
2 avr. 2025,113629,5801 JP,Furukawa Electric Co. Ltd.,20104010,Capital Goods,JP,14.10678748
2 avr. 2025,113630,6814 JP,Furuno Electric Co. Ltd.,45203010,Technology Hardware & Equipment,JP,8.490572507
2 avr. 2025,113633,4538 JP,Fuso Pharmaceutical Industries Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",JP,1.926022127
2 avr. 2025,113634,6986 JP,Futaba Corp.,20104010,Capital Goods,JP,7.97996379
2 avr. 2025,113635,7241 JP,Futaba Industrial Co. Ltd.,25101010,Automobiles & Components,JP,14.94543974
2 avr. 2025,113638,9470 JP,Gakken Holdings Co Ltd,20105010,Capital Goods,JP,9.409108492
2 avr. 2025,113643,6457 JP,Glory Ltd.,20106020,Capital Goods,JP,12.33275596
2 avr. 2025,113646,5410 JP,Godo Steel Ltd.,15104050,Materials,JP,6.717727416
2 avr. 2025,113647,8111 JP,GOLDWIN INC.,25203010,Consumer Durables & Apparel,JP,8.644002675
2 avr. 2025,113652,8334 JP,Gunma Bank Ltd.,40101015,Banks,JP,6.059386698
2 avr. 2025,1136528,20210Z US,Health Care Service Corp.,40301020,Insurance,US,5.01630886
2 avr. 2025,113653,3002 JP,Gunze Ltd.,25203010,Consumer Durables & Apparel,JP,8.979486177
2 avr. 2025,113655,8359 JP,The Hachijuni Bank Ltd.,40101015,Banks,JP,5.867437221
2 avr. 2025,113662,9042 JP,Hankyu Hanshin Holdings Inc.,20304010,Transportation,JP,9.440551349
2 avr. 2025,113663,8242 JP,H2O Retailing Corp,30101030,Food & Staples Retailing,JP,9.528001948
2 avr. 2025,113671,8078 JP,Hanwa Co. Ltd.,20107010,Capital Goods,JP,9.713211026
2 avr. 2025,113675,1808 JP,HASEKO Corp.,25201030,Consumer Durables & Apparel,JP,9.385919193
2 avr. 2025,113680,6412 JP,Heiwa Corp,25301030,Consumer Services,JP,2.130641503
2 avr. 2025,113682,8803 JP,Heiwa Real Estate Co. Ltd.,60102010,Real Estate,JP,12.89171996
2 avr. 2025,113683,8276 JP,HEIWADO CO. LTD.,30101030,Food & Staples Retailing,JP,8.34105738
2 avr. 2025,1136876,58742Z LN,,,,,9.434431786
2 avr. 2025,113688,7205 JP,Hino Motors Ltd.,20106010,Capital Goods,JP,8.464529675
2 avr. 2025,113691,6245 JP,Hirano Tecseed Co. Ltd.,20106020,Capital Goods,JP,3.286579565
2 avr. 2025,113692,6806 JP,HIROSE ELECTRIC CO. LTD.,45203015,Technology Hardware & Equipment,JP,7.026263226
2 avr. 2025,113695,6247 JP,Hisaka Works Ltd.,20106020,Capital Goods,JP,5.400799802
2 avr. 2025,113696,4530 JP,Hisamitsu Pharmaceutical Co. Inc.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",JP,6.422856394
2 avr. 2025,113717,7004 JP,Kanadevia Corp,20106020,Capital Goods,JP,9.969705635
2 avr. 2025,113721,6745 JP,Hochiki Corp.,45203010,Technology Hardware & Equipment,JP,8.214504892
2 avr. 2025,113722,4112 JP,Hodogaya Chemical Co. Ltd.,15101050,Materials,JP,13.04211407
2 avr. 2025,113723,3593 JP,Hogy Medical Co. Ltd.,35101020,Healthcare Equipment & Services,JP,5.918219016
2 avr. 2025,113728,9509 JP,Hokkaido Electric Power Co. Inc.,55101010,Utilities,JP,7.844643383
2 avr. 2025,113729,9534 JP,Hokkaido Gas Co. Ltd.,55102010,Utilities,JP,4.552530421
2 avr. 2025,113735,3865 JP,Hokuetsu Corp.,15105020,Materials,JP,8.171537688
2 avr. 2025,113738,9505 JP,Hokuriku Electric Power Co.,55101010,Utilities,JP,9.32047486
2 avr. 2025,113745,6856 JP,Horiba Ltd.,45203010,Technology Hardware & Equipment,JP,5.270712263
2 avr. 2025,113746,6804 JP,Hosiden Corp.,45203015,Technology Hardware & Equipment,JP,9.073005581
2 avr. 2025,113747,6277 JP,Hosokawa Micron Corp.,20106020,Capital Goods,JP,8.22900049
2 avr. 2025,113750,2810 JP,House Foods Group Inc.,30202030,"Food, Beverage & Tobacco",JP,9.312140342
2 avr. 2025,113752,4088 JP,Air Water Inc.,15101040,Materials,JP,7.030333807
2 avr. 2025,113753,7741 JP,HOYA Corp.,35101020,Healthcare Equipment & Services,JP,9.52838225
2 avr. 2025,113754,8368 JP,The Hyakugo Bank Ltd.,40101015,Banks,JP,10.11952424
2 avr. 2025,113755,8386 JP,The Hyakujushi Bank Ltd.,40101015,Banks,JP,6.11708757
2 avr. 2025,113759,4062 JP,IBIDEN Co. Ltd.,45203015,Technology Hardware & Equipment,JP,12.42943536
2 avr. 2025,113765,6820 JP,Icom Inc.,45201020,Technology Hardware & Equipment,JP,6.158437883
2 avr. 2025,113766,6652 JP,IDEC Corp.,20104010,Capital Goods,JP,13.16807884
2 avr. 2025,113768,9119 JP,Iino Kaiun Kaisha Ltd.,20303010,Transportation,JP,11.67875387
2 avr. 2025,113772,9708 JP,Imperial Hotel Ltd.,25301020,Consumer Services,JP,5.494538722
2 avr. 2025,113773,8098 JP,Inabata & Co. Ltd.,20107010,Capital Goods,JP,13.94003852
2 avr. 2025,113774,8182 JP,Inageya Co. Ltd.,30101030,Food & Staples Retailing,JP,8.157177276
2 avr. 2025,113777,9742 JP,INES Corp.,45102010,Software & Services,JP,7.696143415
2 avr. 2025,113783,9308 JP,Inui Global Logistics Co. Ltd.,20201070,Commercial & Professional Services,JP,3.456570189
2 avr. 2025,113786,6310 JP,Iseki & Co. Ltd.,20106015,Capital Goods,JP,9.499730261
2 avr. 2025,113790,4028 JP,ISHIHARA SANGYO KAISHA LTD.,15101020,Materials,JP,10.92039211
2 avr. 2025,113796,7013 JP,IHI Corp.,20106020,Capital Goods,JP,11.00217033
2 avr. 2025,11379990,AKRBP NO,Aker BP ASA,10102020,Energy,NO,10.8349273
2 avr. 2025,11379994,ICEAIR IR,Icelandair Group hf,20302010,Transportation,IS,8.678571429
2 avr. 2025,113800,7202 JP,Isuzu Motors Ltd.,25102010,Automobiles & Components,JP,6.928606557
2 avr. 2025,113802,8001 JP,ITOCHU Corp.,20107010,Capital Goods,JP,12.05115662
2 avr. 2025,113810,6381 JP,ANEST IWATA Corp.,20106020,Capital Goods,JP,9.680507602
2 avr. 2025,113811,8088 JP,Iwatani Corp,10102040,Energy,JP,6.102298894
2 avr. 2025,11381290,1869481D LN,,,,,8.256367698
2 avr. 2025,113816,8273 JP,Izumi Co. Ltd.,25503010,Retailing,JP,6.122743671
2 avr. 2025,113819,8584 JP,JACCS Co. Ltd.,40202010,Diversified Financials,JP,5.429837546
2 avr. 2025,113823,9706 JP,Japan Airport Terminal Co. Ltd.,20305010,Transportation,JP,7.057334349
2 avr. 2025,113824,6807 JP,Japan Aviation Electronics Industry Ltd.,45203015,Technology Hardware & Equipment,JP,13.81426414
2 avr. 2025,11382823,ADSEZ IN,Adani Ports & Special Economic Zone Ltd,20305030,Transportation,IN,15.93395095
2 avr. 2025,11383023,MPI PM,Metro Pacific Investments Corp.,40201030,Diversified Financials,PH,14.93124062
2 avr. 2025,11383535,0237281Z US,,,,,11.71492491
2 avr. 2025,113837,8032 JP,Japan Pulp & Paper Co. Ltd.,20107010,Capital Goods,JP,9.617478529
2 avr. 2025,113841,8511 JP,Japan Securities Finance Co Ltd,40201040,Diversified Financials,JP,4.408207024
2 avr. 2025,113844,5631 JP,The Japan Steel Works Ltd.,20106020,Capital Goods,JP,9.419776458
2 avr. 2025,113846,4185 JP,JSR Corp,15101050,Materials,JP,12.99208187
2 avr. 2025,113847,9310 JP,Japan Transcity Corp,20301010,Transportation,JP,3.717093474
2 avr. 2025,113849,3201 JP,The Japan Wool Textile Co. Ltd.,25203030,Consumer Durables & Apparel,JP,8.201450997
2 avr. 2025,113850,1887 JP,JDC Corp. (Japan),20103010,Capital Goods,JP,8.090443768
2 avr. 2025,113852,6951 JP,JEOL Ltd,45203010,Technology Hardware & Equipment,JP,4.713307481
2 avr. 2025,113854,1963 JP,JGC Holdings Corp.,20103010,Capital Goods,JP,9.588594509
2 avr. 2025,113860,8173 JP,Joshin Denki Co. Ltd.,25504020,Retailing,JP,14.94506564
2 avr. 2025,113862,7942 JP,JSP Corp.,15101010,Materials,JP,10.93151697
2 avr. 2025,113869,8267 JP,AEON Co. Ltd.,30101030,Food & Staples Retailing,JP,9.510105823
2 avr. 2025,113871,8154 JP,Kaga Electronics Co. Ltd.,45203030,Technology Hardware & Equipment,JP,6.091012835
2 avr. 2025,113874,2811 JP,Kagome Co. Ltd.,30202030,"Food, Beverage & Tobacco",JP,7.978818142
2 avr. 2025,113878,1812 JP,Kajima Corp.,20103010,Capital Goods,JP,12.91812344
2 avr. 2025,113879,4521 JP,Kaken Pharmaceutical Co. Ltd.,35202010,"Pharmaceuticals, Biotechnology & Life Sciences",JP,10.72794262
2 avr. 2025,113881,9364 JP,Kamigumi Co. Ltd.,20305030,Transportation,JP,4.092539934
2 avr. 2025,113883,9081 JP,Kanagawa Chuo Kotsu Co. Ltd.,20304020,Transportation,JP,6.372333195
2 avr. 2025,113886,1942 JP,Kandenko Co. Ltd.,20103010,Capital Goods,JP,7.960726251
2 avr. 2025,113888,4118 JP,Kaneka Corp.,15101010,Materials,JP,5.876121947
2 avr. 2025,113890,8020 JP,Kanematsu Corp.,20107010,Capital Goods,JP,13.41470337
2 avr. 2025,11389075,4092157Z PP,Multibank Inc.,40101010,Banks,PA,10.62044121
2 avr. 2025,113891,8096 JP,Kanematsu Electronics Ltd.,45102010,Software & Services,JP,4.922121672
2 avr. 2025,113896,9503 JP,The Kansai Electric Power Co. Inc.,55101010,Utilities,JP,6.533592837
2 avr. 2025,113899,4613 JP,Kansai Paint Co. Ltd.,15101050,Materials,JP,12.01764315
2 avr. 2025,113901,9919 JP,Kansai Food Market Ltd.,30101030,Food & Staples Retailing,JP,7.494599754
2 avr. 2025,113905,4047 JP,Kanto Denka Kogyo Co. Ltd.,15101050,Materials,JP,8.632540377
2 avr. 2025,11390816,002108 CH,Cangzhou Mingzhu Plastic Co Ltd,10101020,Energy,CN,5.114542995
2 avr. 2025,113909,4452 JP,Kao Corp.,30302010,Household & Personal Products,JP,16.63422834
2 avr. 2025,11390944,002110 CH,Sansteel MinGuang Co Ltd Fujian,15104050,Materials,CN,5.366340081
2 avr. 2025,11391312,VTU LN,Vertu Motors Plc,25504050,Retailing,GB,6.326124592
2 avr. 2025,113915,3001 JP,Katakura Industries Co. Ltd.,20105010,Capital Goods,JP,3.114877365
2 avr. 2025,113916,9869 JP,Kato Sangyo Co. Ltd.,30101020,Food & Staples Retailing,JP,6.786847721
2 avr. 2025,11392436,1186538D LX,,,,,11.78525523
2 avr. 2025,113928,7012 JP,Kawasaki Heavy Industries Ltd.,20105010,Capital Goods,JP,11.84861283
2 avr. 2025,113930,9107 JP,Kawasaki Kisen Kaisha Ltd.,20303010,Transportation,JP,10.04543881
2 avr. 2025,113935,7242 JP,KYB Corp.,25101010,Automobiles & Components,JP,9.41699838
2 avr. 2025,113939,9045 JP,Keihan Holdings Co. Ltd.,20105010,Capital Goods,JP,5.476706625
